date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,games,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,defensive_gwg,team_id,opponent_id
2022-09-08,Penn Quakers,Navy,Home,Draw,1,1,NA,1,1,1,17,8,6,0,0,0,0,0,90:00,1,1,0,0,0,0,0,7,0,0,0,1,1,5,2,6,0,0,0,0,0,90:00,1,7,0,0,0,0,0,1,0,0,0,540,726
2022-09-11,Penn Quakers,Stony Brook,Home,Win,3,0,NA,1,3,1,22,14,10,0,0,0,0,0,90:00,0,1,1,0,0,0,0,8,0,0,1,0,0,5,1,8,0,1,0,0,0,90:00,3,11,0,0,0,0,0,2,0,0,0,540,683
2022-09-15,Penn Quakers,Saint Mary's (CA),Away,Draw,1,1,NA,1,1,2,3,3,5,0,0,0,0,0,90:00,1,2,0,0,0,0,0,5,0,0,0,1,2,11,3,10,0,1,0,0,0,90:00,1,2,0,0,0,0,0,4,0,0,0,540,610
2022-09-18,Penn Quakers,California,Away,Loss,0,3,NA,1,0,0,4,3,3,0,1,0,0,0,90:00,3,2,0,0,0,0,0,3,0,0,0,3,4,13,5,7,0,0,0,0,0,90:00,0,3,1,1,0,0,0,8,0,0,1,540,107
2022-09-24,Penn Quakers,Harvard,Home,Draw,1,1,NA,1,1,1,8,4,5,0,1,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,0,1,1,26,5,6,0,1,0,0,0,90:00,1,3,0,0,0,0,0,3,0,0,0,540,275
2022-10-01,Penn Quakers,Cornell,Away,Draw,1,1,NA,1,1,1,5,2,12,0,0,0,0,0,90:00,1,7,0,0,0,0,0,8,0,0,0,1,0,13,8,9,0,1,0,0,0,90:00,1,1,0,0,0,0,0,7,0,0,0,540,167
2022-10-03,Penn Quakers,FDU,Home,Win,1,0,NA,1,1,0,11,7,6,0,0,0,0,0,90:00,0,5,1,0,0,0,0,8,0,0,1,0,0,5,5,7,0,1,0,0,0,90:00,1,6,0,0,0,0,0,6,0,0,0,540,222
2022-10-08,Penn Quakers,Columbia,Home,Loss,1,2,NA,1,1,0,4,3,16,0,2,0,0,0,90:00,2,6,0,0,0,0,0,1,0,0,0,2,0,13,8,8,0,0,0,0,0,90:00,1,2,0,0,0,0,0,1,1,1,1,540,158
2022-10-15,Penn Quakers,Dartmouth,Away,Loss,0,1,NA,1,0,0,13,7,10,0,2,0,0,0,90:00,1,2,0,0,0,0,0,10,0,0,0,1,2,9,3,19,0,0,0,0,0,90:00,0,7,1,0,0,0,0,6,0,0,1,540,172
2022-10-22,Penn Quakers,Yale,Away,Loss,0,1,NA,1,0,0,12,2,13,0,1,0,0,0,90:00,1,1,0,0,0,0,0,9,0,0,0,1,2,6,2,11,0,1,0,0,0,90:00,0,2,1,0,0,0,0,2,0,0,1,540,813
2022-10-30,Penn Quakers,Brown,Home,Loss,0,1,NA,1,0,0,1,0,15,0,0,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,0,1,1,15,5,11,0,0,0,0,0,90:00,0,0,1,0,0,0,0,4,0,1,1,540,80
2022-11-05,Penn Quakers,Princeton,Away,Loss,1,2,NA,1,1,2,10,3,14,0,0,0,0,0,90:00,2,4,0,0,0,0,0,3,0,0,0,2,4,18,6,14,0,1,0,0,0,90:00,1,2,0,0,0,0,0,8,0,0,1,540,554
2022-08-18,Penn St. Nittany Lions,Georgetown,Home,Draw,2,2,NA,1,2,1,12,6,4,0,1,0,0,0,90:00,2,0,0,0,0,0,0,6,1,1,0,2,3,5,2,7,0,1,0,0,0,90:00,2,4,0,0,0,0,0,4,0,0,0,539,251
2022-08-21,Penn St. Nittany Lions,Duquesne,Home,Win,3,0,NA,1,3,4,20,12,4,0,0,0,0,0,90:00,0,2,1,1,0,0,0,11,0,0,1,0,0,5,2,5,0,0,0,0,0,90:00,3,9,0,0,0,0,0,0,0,0,0,539,194
2022-08-25,Penn St. Nittany Lions,West Virginia,Home,Win,2,0,NA,1,2,3,17,8,5,0,0,0,0,0,90:00,0,4,1,0,0,0,0,7,0,0,1,0,0,9,4,9,0,2,0,0,0,90:00,2,6,0,0,0,0,0,4,0,0,0,539,768
2022-08-28,Penn St. Nittany Lions,Monmouth,Away,Win,3,1,NA,1,3,2,17,9,13,0,1,0,0,0,90:00,1,3,0,0,0,0,0,5,0,0,1,1,0,7,4,4,0,1,0,0,0,90:00,3,6,0,0,0,0,0,5,0,0,0,539,439
2022-09-01,Penn St. Nittany Lions,Stanford,Away,Loss,0,2,NA,1,0,0,9,5,8,0,1,0,0,0,90:00,2,9,0,0,0,0,0,6,0,0,0,2,3,20,11,13,0,0,0,0,0,90:00,0,5,1,0,0,0,0,3,0,0,1,539,674
2022-09-04,Penn St. Nittany Lions,Santa Clara,Away,Win,1,0,NA,1,1,0,4,1,18,0,2,0,0,0,90:00,0,4,1,0,0,0,0,1,0,0,1,0,0,18,4,5,0,0,0,0,0,90:00,1,1,0,0,0,0,0,10,0,0,0,539,631
2022-09-08,Penn St. Nittany Lions,Liberty,Home,Win,2,1,NA,1,2,2,14,5,5,0,0,0,0,0,90:00,1,0,0,0,0,0,0,9,0,0,1,1,1,5,1,10,0,1,0,0,0,90:00,2,3,0,0,0,0,0,4,0,0,0,539,355
2022-09-18,Penn St. Nittany Lions,Indiana,Away,Draw,0,0,NA,1,0,0,15,8,6,0,1,0,0,0,90:00,0,3,1,0,0,0,0,2,0,0,0,0,0,7,3,8,0,1,0,0,0,90:00,0,8,1,0,0,0,0,4,0,0,0,539,306
2022-09-22,Penn St. Nittany Lions,Rutgers,Home,Win,2,0,NA,1,2,2,12,6,4,0,2,0,0,0,90:00,0,6,1,0,0,0,0,4,0,0,1,0,0,13,6,9,0,1,0,0,0,90:00,2,4,0,0,0,0,0,2,0,0,0,539,587
2022-09-25,Penn St. Nittany Lions,Illinois,Home,Win,5,0,NA,1,5,4,22,16,4,0,0,0,0,0,90:00,0,4,1,1,0,0,0,11,0,0,1,0,0,7,4,5,0,0,0,0,0,90:00,5,11,0,0,0,0,0,2,0,0,0,539,301
2022-09-29,Penn St. Nittany Lions,Michigan St.,Home,Loss,1,2,NA,1,1,0,16,8,7,0,1,0,0,0,90:00,2,3,0,0,0,0,0,9,0,0,0,2,3,8,5,16,0,4,0,0,0,90:00,1,7,0,0,0,0,0,6,0,0,1,539,416
2022-10-02,Penn St. Nittany Lions,Ohio St.,Away,Loss,0,3,NA,1,0,0,20,5,7,0,0,0,0,0,90:00,3,5,0,0,0,0,0,10,0,0,0,3,2,15,8,11,0,0,0,0,0,90:00,0,5,1,1,0,0,0,4,0,0,1,539,518
2022-10-09,Penn St. Nittany Lions,Maryland,Away,Win,2,0,NA,1,2,2,8,8,6,0,1,0,0,0,90:00,0,4,1,0,0,0,0,2,0,1,1,0,0,12,4,10,0,2,0,0,0,90:00,2,6,0,0,0,0,0,4,0,0,0,539,392
2022-10-13,Penn St. Nittany Lions,Wisconsin,Home,Win,3,0,NA,1,3,2,14,11,3,0,1,0,0,0,90:00,0,2,1,0,0,0,0,4,0,0,1,0,0,8,2,9,0,2,0,0,0,90:00,3,8,0,0,0,0,0,7,0,0,0,539,796
2022-10-16,Penn St. Nittany Lions,Michigan,Home,Win,3,0,NA,1,3,4,19,8,7,0,0,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,1,0,0,8,4,11,0,1,0,0,0,90:00,3,5,0,0,0,0,0,0,0,0,0,539,418
2022-10-20,Penn St. Nittany Lions,Nebraska,Away,Loss,2,4,NA,1,2,3,19,17,9,0,2,0,0,0,90:00,4,4,0,0,0,0,0,10,0,0,0,4,3,10,8,7,0,2,0,0,0,90:00,2,15,0,0,0,0,0,5,0,0,1,539,463
2022-10-23,Penn St. Nittany Lions,Iowa,Away,Draw,1,1,NA,1,1,2,10,6,8,0,1,0,0,0,90:00,1,3,0,0,0,0,0,4,0,1,0,1,1,8,4,8,0,2,0,0,0,90:00,1,5,0,0,0,0,0,9,0,0,0,539,312
2022-10-30,Penn St. Nittany Lions,Wisconsin,Away,Win,1,0,NA,1,1,2,16,11,7,0,0,0,0,0,90:00,0,4,1,0,0,0,0,5,0,0,1,0,0,10,4,11,0,1,0,0,0,90:00,1,10,0,0,0,0,0,6,0,0,0,539,796
2022-11-03,Penn St. Nittany Lions,"Northwestern Columbus, OH",Away,Win,2,0,NA,1,2,3,5,3,6,0,2,0,0,0,90:00,0,9,1,0,0,0,0,2,0,0,1,0,0,14,9,12,0,0,0,0,0,90:00,2,1,0,0,0,0,0,8,0,0,0,539,509
2022-11-06,Penn St. Nittany Lions,"Michigan St. Columbus, OH",Away,Win,3,2,NA,1,3,6,9,4,3,0,0,0,0,0,90:00,2,2,0,0,0,0,0,7,0,1,1,2,0,11,3,5,0,0,0,0,0,90:00,3,1,0,0,0,0,0,6,0,0,0,539,416
2022-11-13,Penn St. Nittany Lions,Quinnipiac,Home,Win,4,1,NA,1,4,5,25,15,4,0,3,0,0,0,90:00,1,3,0,0,0,0,0,9,0,0,1,1,1,4,4,9,0,2,0,0,0,90:00,4,11,0,0,0,0,0,3,0,0,0,539,562
2022-11-18,Penn St. Nittany Lions,West Virginia,Home,Win,4,0,NA,1,4,6,11,8,9,0,0,0,0,0,90:00,0,3,1,1,0,0,0,4,1,1,1,0,0,8,3,10,0,0,0,0,0,90:00,4,4,0,0,0,0,0,5,0,0,0,539,768
2022-11-20,Penn St. Nittany Lions,Virginia,Home,Loss,2,3,2,1,2,2,12,5,7,0,1,0,0,0,110:00,3,8,0,0,0,0,0,3,0,0,0,3,2,22,11,6,0,0,0,0,0,110:00,2,3,0,0,0,0,0,11,0,0,1,539,746
2022-08-18,Pepperdine Waves,CSUN,Home,Win,8,0,NA,1,8,8,25,14,4,0,0,0,0,0,90:00,0,1,1,1,0,0,0,12,1,1,1,0,0,2,1,14,0,0,0,0,0,90:00,8,6,0,0,0,0,0,0,0,0,0,541,101
2022-08-21,Pepperdine Waves,UC San Diego,Away,Win,1,0,NA,1,1,1,15,6,9,0,0,0,0,0,90:00,0,2,1,0,0,0,0,7,0,0,1,0,0,3,2,11,0,0,0,0,0,90:00,1,5,0,0,0,0,0,3,0,0,0,541,112
2022-08-25,Pepperdine Waves,LSU,Home,Draw,2,2,NA,1,2,2,19,11,6,0,2,0,0,0,90:00,2,1,0,0,0,0,0,8,0,0,0,2,2,7,3,14,0,1,0,0,0,90:00,2,9,0,0,0,0,0,0,0,0,0,541,365
2022-08-28,Pepperdine Waves,San Diego St.,Home,Win,4,0,NA,1,4,5,29,15,6,0,0,0,0,0,90:00,0,5,1,0,0,0,0,9,0,0,1,0,0,6,5,10,0,0,0,0,0,90:00,4,11,0,0,0,0,0,0,0,0,0,541,626
2022-09-01,Pepperdine Waves,UC Santa Barbara,Away,Win,3,0,NA,1,3,1,12,5,9,0,1,0,0,0,90:00,0,1,1,0,0,0,0,5,0,0,1,0,0,4,1,8,0,2,0,0,0,90:00,3,2,0,0,0,0,0,2,0,0,0,541,104
2022-09-04,Pepperdine Waves,California,Away,Draw,1,1,NA,1,1,1,21,9,7,0,1,0,0,0,90:00,1,3,0,0,0,0,0,9,0,0,0,1,0,4,4,9,0,0,0,0,0,90:00,1,8,0,0,0,0,0,2,0,0,0,541,107
2022-09-11,Pepperdine Waves,Arizona,Away,Win,2,0,NA,1,2,0,19,6,2,0,1,0,0,0,90:00,0,0,1,0,0,0,0,6,1,1,1,0,0,3,0,10,0,0,0,0,0,90:00,2,4,0,0,0,0,0,2,0,0,0,541,29
2022-09-15,Pepperdine Waves,Long Beach St.,Away,Win,2,0,NA,1,2,3,17,4,8,0,0,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,1,0,0,9,3,9,0,0,0,0,0,90:00,2,2,0,0,0,0,0,2,0,0,0,541,99
2022-09-18,Pepperdine Waves,UCLA,Home,Loss,0,4,NA,1,0,0,8,4,5,0,0,0,0,0,90:00,4,9,0,0,0,0,0,4,0,0,0,4,5,20,13,11,0,1,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,1,541,110
2022-10-01,Pepperdine Waves,San Diego,Home,Win,3,0,NA,1,3,3,31,10,9,0,1,0,0,0,90:00,0,1,1,0,0,0,0,13,0,1,1,0,0,2,1,10,0,0,0,0,0,90:00,3,7,0,0,0,0,0,3,0,0,0,541,627
2022-10-05,Pepperdine Waves,Gonzaga,Away,Draw,1,1,NA,1,1,1,12,5,4,0,2,0,0,0,90:00,1,7,0,0,0,0,0,4,0,0,0,1,1,19,8,15,0,1,0,0,0,90:00,1,4,0,0,0,0,0,8,0,0,0,541,260
2022-10-08,Pepperdine Waves,Portland,Away,Loss,0,2,NA,1,0,0,10,4,13,0,1,0,0,0,90:00,2,4,0,0,0,0,0,6,0,0,0,2,1,11,6,10,0,0,0,0,0,90:00,0,4,1,0,0,0,0,3,0,0,1,541,551
2022-10-15,Pepperdine Waves,San Francisco,Home,Draw,1,1,NA,1,1,1,21,10,7,0,0,0,0,0,90:00,1,1,0,0,0,0,0,12,0,0,0,1,1,5,2,13,0,1,0,0,0,90:00,1,9,0,0,0,0,0,1,0,0,0,541,629
2022-10-19,Pepperdine Waves,BYU,Home,Loss,3,4,NA,1,3,0,7,3,7,0,0,0,0,0,90:00,4,8,0,0,0,0,0,1,1,1,0,4,3,23,12,7,0,0,0,0,0,90:00,3,0,0,0,0,0,0,8,0,0,1,541,77
2022-10-22,Pepperdine Waves,Pacific,Away,Win,3,0,NA,1,3,0,14,8,7,0,1,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,1,0,0,9,4,13,0,0,0,0,0,90:00,3,5,0,0,0,0,0,4,0,0,0,541,534
2022-10-29,Pepperdine Waves,LMU (CA),Home,Win,2,0,NA,1,2,2,13,7,5,0,1,0,0,0,90:00,0,0,1,0,0,0,0,10,0,0,1,0,0,3,0,1,0,1,0,0,0,90:00,2,5,0,0,0,0,0,1,0,0,0,541,370
2022-11-02,Pepperdine Waves,Saint Mary's (CA),Away,Draw,0,0,NA,1,0,0,17,8,13,0,0,0,0,0,90:00,0,2,1,0,0,0,0,6,0,1,0,0,0,5,2,7,0,0,0,0,0,90:00,0,8,1,0,0,0,0,2,0,0,0,541,610
2022-11-05,Pepperdine Waves,Santa Clara,Home,Loss,1,2,NA,1,1,0,5,4,19,1,1,0,0,0,90:00,2,2,0,0,0,0,0,0,1,1,0,2,3,12,4,9,0,1,0,0,0,90:00,1,3,0,0,0,0,0,7,0,0,1,541,631
2022-08-18,Pittsburgh Panthers,"Gonzaga Missoula, MT",Away,Win,1,0,NA,1,1,1,16,5,5,0,0,0,0,0,90:00,0,10,1,0,0,0,0,6,0,0,1,0,0,17,10,10,0,1,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,0,545,260
2022-08-21,Pittsburgh Panthers,Montana,Away,Win,2,0,NA,1,2,2,16,5,2,0,0,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,1,0,0,9,3,7,0,0,0,0,0,90:00,2,3,0,0,0,0,0,1,0,0,0,545,441
2022-08-25,Pittsburgh Panthers,Massachusetts,Home,Win,6,1,NA,1,6,6,34,18,6,0,0,0,0,0,90:00,1,2,0,0,0,0,0,7,1,1,1,1,1,6,3,6,0,2,0,0,0,90:00,6,12,0,0,0,0,0,2,0,0,0,545,400
2022-08-28,Pittsburgh Panthers,Cleveland St.,Away,Win,6,0,NA,1,6,4,27,15,7,0,1,0,0,0,90:00,0,1,1,1,0,0,0,6,0,0,1,0,0,5,1,9,0,1,0,0,0,90:00,6,9,0,0,0,0,0,1,0,0,0,545,148
2022-08-31,Pittsburgh Panthers,Kent St.,Home,Win,7,0,NA,1,7,7,21,11,7,0,0,0,0,0,90:00,0,1,1,1,0,0,0,6,0,0,1,0,0,3,1,9,0,0,0,0,0,90:00,7,4,0,0,0,0,0,1,0,0,0,545,331
2022-09-04,Pittsburgh Panthers,Cincinnati,Home,Win,2,0,NA,1,2,2,20,8,11,0,0,0,0,0,90:00,0,2,1,0,0,0,0,3,0,0,1,0,0,7,2,9,0,0,0,0,0,90:00,2,6,0,0,0,0,0,0,0,0,0,545,140
2022-09-08,Pittsburgh Panthers,VCU,Away,Loss,2,3,NA,1,2,1,27,15,9,0,1,0,0,0,90:00,3,3,0,0,0,0,0,7,0,0,0,3,3,13,6,12,0,3,0,0,0,90:00,2,13,0,0,0,0,0,4,1,1,1,545,740
2022-09-11,Pittsburgh Panthers,Liberty,Home,Win,3,2,NA,1,3,3,23,9,11,0,0,0,0,0,90:00,2,3,0,0,0,0,0,9,0,0,1,2,1,9,5,17,0,1,0,0,0,90:00,3,6,0,0,0,0,0,0,0,0,0,545,355
2022-09-16,Pittsburgh Panthers,Virginia Tech,Away,Win,4,1,NA,1,4,4,15,12,7,0,1,0,0,0,90:00,1,3,0,0,0,0,0,7,0,0,1,1,0,19,4,13,0,5,0,0,0,90:00,4,8,0,0,0,0,0,4,1,1,0,545,742
2022-09-22,Pittsburgh Panthers,Miami (FL),Home,Win,3,1,NA,1,3,4,18,10,10,0,1,0,0,0,90:00,1,0,0,0,0,0,0,6,0,0,1,1,0,5,1,9,0,0,0,0,0,90:00,3,7,0,0,0,0,0,3,0,0,0,545,415
2022-09-25,Pittsburgh Panthers,Notre Dame,Away,Win,3,1,NA,1,3,2,9,5,19,0,1,0,0,0,90:00,1,5,0,0,0,0,0,3,0,0,1,1,1,15,6,11,0,0,0,0,0,90:00,3,3,0,0,0,0,0,2,0,0,0,545,513
2022-10-01,Pittsburgh Panthers,Louisville,Home,Win,1,0,NA,1,1,1,14,3,7,0,1,0,0,0,90:00,0,2,1,0,0,0,0,9,0,0,1,0,0,6,2,13,0,1,0,0,0,90:00,1,2,0,0,0,0,0,4,0,0,0,545,367
2022-10-06,Pittsburgh Panthers,North Carolina,Away,Loss,0,4,NA,1,0,0,5,4,10,0,0,0,0,0,90:00,4,6,0,0,0,0,0,5,0,1,0,4,4,22,10,11,0,1,0,0,0,90:00,0,4,1,1,0,0,0,9,0,0,1,545,457
2022-10-09,Pittsburgh Panthers,Duke,Away,Loss,0,1,NA,1,0,0,9,2,11,0,2,0,0,0,90:00,1,4,0,0,0,0,0,4,0,0,0,1,2,9,5,10,0,1,0,0,0,90:00,0,2,1,0,0,0,0,1,0,0,1,545,193
2022-10-15,Pittsburgh Panthers,Boston College,Away,Draw,1,1,NA,1,1,2,18,6,7,0,0,0,0,0,90:00,1,2,0,0,0,0,0,1,0,0,0,1,1,6,3,10,0,1,0,0,0,90:00,1,5,0,0,0,0,0,3,0,0,0,545,67
2022-10-20,Pittsburgh Panthers,Syracuse,Home,Win,2,0,NA,1,2,0,15,8,7,0,1,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,1,0,0,8,4,8,0,0,0,0,0,90:00,2,6,0,0,0,0,0,5,0,0,0,545,688
2022-10-23,Pittsburgh Panthers,Florida St.,Home,Loss,0,1,NA,1,0,0,13,4,8,0,1,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,0,1,0,14,4,18,0,3,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,1,545,234
2022-10-27,Pittsburgh Panthers,Clemson,Home,Draw,0,0,NA,1,0,0,12,2,7,0,0,0,0,0,90:00,0,6,1,0,0,0,0,6,0,0,0,0,0,12,6,11,0,1,0,0,0,90:00,0,2,1,0,0,0,0,7,0,0,0,545,147
2022-10-30,Pittsburgh Panthers,"Notre Dame Cary, NC",Away,Draw,1,1,3,1,1,1,11,4,10,0,1,0,0,0,110:00,1,9,0,0,0,0,0,5,0,0,0,1,1,26,10,12,0,0,0,0,0,110:00,1,3,0,0,0,0,0,6,0,0,0,545,513
2022-11-12,Pittsburgh Panthers,Buffalo,Home,Win,1,0,NA,1,1,1,17,7,9,0,1,0,0,0,90:00,0,4,1,0,0,0,0,3,0,0,1,0,0,8,4,6,0,0,0,0,0,90:00,1,6,0,0,0,0,0,0,0,0,0,545,86
2022-11-18,Pittsburgh Panthers,"Georgetown Tallahassee, FL",Away,Win,2,1,NA,1,2,3,9,4,11,0,1,0,0,0,90:00,1,4,0,0,0,0,0,6,0,0,1,1,1,12,5,12,0,1,0,0,0,90:00,2,2,0,0,0,0,0,3,0,0,0,545,251
2022-11-20,Pittsburgh Panthers,Florida St.,Away,Loss,0,3,NA,1,0,0,7,2,13,0,0,0,0,0,90:00,3,7,0,0,0,0,0,3,0,0,0,3,3,18,10,13,0,0,0,0,0,90:00,0,2,1,0,0,0,0,2,0,0,1,545,234
2022-08-18,Portland Pilots,Utah,Home,Draw,2,2,NA,1,2,1,13,6,11,0,2,0,0,0,90:00,2,3,0,0,0,0,0,2,1,1,0,2,2,10,5,8,0,1,0,0,0,90:00,2,4,0,0,0,0,0,4,0,0,0,551,732
2022-08-21,Portland Pilots,Eastern Wash.,Home,Win,6,0,NA,1,6,6,25,13,6,0,0,0,0,0,90:00,0,1,1,0,0,0,0,5,0,0,1,0,0,4,1,11,0,1,0,0,0,90:00,6,7,0,0,0,0,0,0,0,0,0,551,207
2022-08-25,Portland Pilots,Washington St.,Away,Draw,0,0,NA,1,0,0,7,3,6,0,1,0,0,0,90:00,0,7,1,0,0,0,0,4,0,0,0,0,0,18,7,14,0,1,0,0,0,90:00,0,3,1,0,0,0,0,5,0,0,0,551,754
2022-08-28,Portland Pilots,Montana,Home,Win,2,0,NA,1,2,1,10,5,6,0,1,0,0,0,90:00,0,8,1,0,0,0,0,3,0,0,1,0,0,14,8,13,0,1,0,0,0,90:00,2,3,0,0,0,0,0,1,0,1,0,551,441
2022-09-01,Portland Pilots,Nebraska,Away,Win,2,0,NA,1,2,0,6,4,13,0,1,0,0,0,90:00,0,6,1,0,0,0,0,1,0,0,1,0,0,12,6,11,0,1,0,0,0,90:00,2,2,0,0,0,0,0,4,0,0,0,551,463
2022-09-04,Portland Pilots,Hawaii,Home,Win,1,0,NA,1,1,1,24,5,6,0,0,0,0,0,90:00,0,5,1,0,0,0,0,14,0,0,1,0,0,5,5,7,0,0,0,0,0,90:00,1,4,0,0,0,0,0,3,0,0,0,551,277
2022-09-08,Portland Pilots,Seattle U,Home,Win,1,0,NA,1,1,0,13,3,7,0,0,0,0,0,90:00,0,1,1,0,0,0,0,9,0,0,1,0,0,10,1,6,0,0,0,0,0,90:00,1,2,0,0,0,0,0,2,0,0,0,551,1356
2022-09-11,Portland Pilots,Washington,Home,Draw,1,1,NA,1,1,2,3,1,16,1,0,0,0,0,90:00,1,8,0,0,0,0,0,4,0,0,0,1,0,24,9,20,0,2,0,0,0,90:00,1,0,0,0,0,0,0,4,0,0,0,551,756
2022-09-16,Portland Pilots,Oregon,Home,Draw,1,1,NA,1,1,2,13,7,6,0,0,0,0,0,90:00,1,4,0,0,0,0,0,8,0,0,0,1,0,9,5,13,0,0,0,0,0,90:00,1,6,0,0,0,0,0,3,0,0,0,551,529
2022-09-24,Portland Pilots,Utah Valley,Home,Win,2,1,NA,1,2,1,10,4,8,0,1,0,0,0,90:00,1,8,0,0,0,0,0,3,0,0,1,1,0,19,9,5,0,0,0,0,0,90:00,2,2,0,0,0,0,0,6,1,1,0,551,30024
2022-10-01,Portland Pilots,LMU (CA),Home,Win,1,0,NA,1,1,0,10,5,8,0,1,0,0,0,90:00,0,1,1,0,0,0,0,2,0,0,1,0,0,3,1,9,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,0,0,0,551,370
2022-10-05,Portland Pilots,San Diego,Away,Win,2,0,NA,1,2,1,16,6,8,0,0,0,0,0,90:00,0,1,1,0,0,0,0,4,0,0,1,0,0,3,1,10,0,2,0,0,0,90:00,2,4,0,0,0,0,0,1,0,0,0,551,627
2022-10-08,Portland Pilots,Pepperdine,Home,Win,2,0,NA,1,2,1,11,6,10,0,0,0,0,0,90:00,0,4,1,0,0,0,0,3,0,0,1,0,0,10,4,13,0,1,0,0,0,90:00,2,4,0,0,0,0,0,6,0,0,0,551,541
2022-10-15,Portland Pilots,BYU,Away,Loss,1,4,NA,1,1,0,14,5,5,0,0,0,0,0,90:00,4,3,0,0,0,0,0,7,0,0,0,4,1,17,7,7,0,0,0,0,0,90:00,1,4,0,0,0,0,0,6,0,0,1,551,77
2022-10-22,Portland Pilots,Santa Clara,Away,Loss,0,4,NA,1,0,0,4,1,8,0,1,0,0,0,90:00,4,5,0,0,0,0,0,1,0,0,0,4,5,27,9,15,0,2,0,0,0,90:00,0,1,1,1,0,0,0,7,0,0,1,551,631
2022-10-26,Portland Pilots,Saint Mary's (CA),Home,Win,2,0,NA,1,2,2,17,7,9,0,0,0,0,0,90:00,0,5,1,0,0,0,0,9,0,0,1,0,0,7,5,13,0,1,0,0,0,90:00,2,5,0,0,0,0,0,0,0,0,0,551,610
2022-10-29,Portland Pilots,Pacific,Home,Win,3,1,NA,1,3,4,19,5,15,0,1,0,0,0,90:00,1,5,0,0,0,0,0,6,0,0,1,1,0,10,6,15,0,0,0,0,0,90:00,3,2,0,0,0,0,0,1,0,0,0,551,534
2022-11-02,Portland Pilots,San Francisco,Away,Loss,0,1,NA,1,0,0,16,7,10,0,0,0,0,0,90:00,1,7,0,0,0,0,0,4,0,0,0,1,1,15,8,13,0,1,0,0,0,90:00,0,7,1,0,0,0,0,7,0,0,1,551,629
2022-11-05,Portland Pilots,Gonzaga,Away,Loss,0,2,NA,1,0,0,13,5,3,0,0,0,0,0,90:00,2,7,0,0,0,0,0,3,0,0,0,2,2,17,9,17,0,0,0,0,0,90:00,0,5,1,0,0,0,0,13,0,0,1,551,260
2022-11-12,Portland Pilots,Arizona St.,Home,Win,3,0,NA,1,3,4,15,8,4,0,0,0,0,0,90:00,0,3,1,0,0,0,0,3,0,0,1,0,0,4,3,5,0,1,0,0,0,90:00,3,5,0,0,0,0,0,2,0,0,0,551,28
2022-11-18,Portland Pilots,Alabama,Away,Loss,1,2,NA,1,1,0,6,3,9,0,0,0,0,0,90:00,2,8,0,0,0,0,0,4,1,1,0,2,0,18,9,13,0,3,0,0,0,90:00,1,2,0,0,0,0,0,6,0,1,1,551,8
2022-08-18,Portland St. Vikings,San Francisco,Home,Loss,0,4,NA,1,0,0,6,1,9,0,2,0,0,0,90:00,4,6,0,0,0,0,0,1,0,0,0,4,1,20,10,5,1,2,0,0,0,90:00,0,1,1,0,0,0,0,7,1,1,1,550,629
2022-08-21,Portland St. Vikings,Western Ore.,Home,Win,4,1,NA,1,4,1,11,3,11,0,0,0,0,0,90:00,1,4,0,0,0,0,0,3,2,3,1,1,0,12,5,12,0,1,0,0,0,90:00,4,0,0,0,0,0,0,1,0,0,0,550,1446
2022-08-25,Portland St. Vikings,UC Riverside,Home,Loss,1,4,NA,1,1,0,8,4,5,0,1,0,0,0,90:00,4,5,0,0,0,0,0,0,0,0,0,4,1,13,8,5,0,2,0,0,0,90:00,1,3,0,0,0,0,0,7,1,1,1,550,111
2022-08-28,Portland St. Vikings,South Dakota,Home,Draw,2,2,NA,1,2,1,12,6,8,0,3,0,0,0,90:00,2,10,0,0,0,0,0,3,0,0,0,2,1,19,12,13,0,2,0,0,0,90:00,2,4,0,0,0,0,0,6,0,0,0,550,650
2022-09-01,Portland St. Vikings,New Mexico,Away,Draw,1,1,NA,1,1,0,9,4,6,0,0,0,0,0,90:00,1,2,0,0,0,0,0,1,0,0,0,1,2,18,3,12,0,0,0,0,0,90:00,1,3,0,0,0,0,0,7,0,0,0,550,473
